"","c..AL627309.1....AL627309.5....LINC01409....LINC01128....LINC00115..."
"21695","WNK3"
"21696","TSR2"
"21697","FGD1"
"21698","GNL3L"
"21699","ITIH6"
"21700","MAGED2"
"21701","TRO"
"21702","PFKFB1"
"21703","APEX2"
"21704","FAM104B"
"21705","MAGEH1"
"21706","USP51"
"21707","RRAGB"
"21708","AL050309.1"
"21709","KLF8"
"21710","UBQLN2"
"21711","AL354793.1"
"21712","NBDY"
"21713","SPIN3"
"21714","SPIN2B"
"21715","AL022157.1"
"21716","SPIN2A"
"21717","Z83745.1"
"21718","FAAH2"
"21719","ZXDB"
"21720","ZXDA"
"21721","LINC01278"
"21722","SPIN4"
"21723","ARHGEF9"
"21724","AMER1"
"21725","MTMR8"
"21726","ZC4H2"
"21727","ZC3H12B"
"21728","LAS1L"
"21729","MSN"
"21730","HEPH"
"21731","EDA2R"
"21732","AR"
"21733","AL157700.1"
"21734","OPHN1"
"21735","YIPF6"
"21736","STARD8"
"21737","EFNB1"
"21738","PJA1"
"21739","FAM155B"
"21740","EDA"
"21741","IGBP1"
"21742","DGAT2L6"
"21743","AWAT1"
"21744","ARR3"
"21745","PDZD11"
"21746","KIF4A"
"21747","GDPD2"
"21748","AL139398.1"
"21749","DLG3"
"21750","DLG3-AS1"
"21751","TEX11"
"21752","SNX12"
"21753","FOXO4"
"21754","MED12"
"21755","AL590764.1"
"21756","GJB1"
"21757","ZMYM3"
"21758","NONO"
"21759","ITGB1BP2"
"21760","TAF1"
"21761","OGT"
"21762","GCNA"
"21763","NHSL2"
"21764","RTL5"
"21765","PIN4"
"21766","ERCC6L"
"21767","RPS4X"
"21768","CITED1"
"21769","HDAC8"
"21770","PHKA1"
"21771","FAM226B"
"21772","NAP1L2"
"21773","CHIC1"
"21774","TSIX"
"21775","XIST"
"21776","FTX"
"21777","JPX"
"21778","AL353804.1"
"21779","Z83843.1"
"21780","SLC16A2"
"21781","RLIM"
"21782","NEXMIF"
"21783","ABCB7"
"21784","UPRT"
"21785","ZDHHC15"
"21786","MAGEE1"
"21787","AC233296.1"
"21788","ATRX"
"21789","MAGT1"
"21790","COX7B"
"21791","ATP7A"
"21792","PGK1"
"21793","TAF9B"
"21794","CYSLTR1"
"21795","GPR174"
"21796","ITM2A"
"21797","TENT5D"
"21798","BRWD3"
"21799","HMGN5"
"21800","SH3BGRL"
"21801","AL445213.2"
"21802","POU3F4"
"21803","RPS6KA6"
"21804","HDX"
"21805","APOOL"
"21806","SATL1"
"21807","ZNF711"
"21808","POF1B"
"21809","CHM"
"21810","DACH2"
"21811","KLHL4"
"21812","PABPC5"
"21813","PCDH11X"
"21814","NAP1L3"
"21815","FAM133A"
"21816","DIAPH2"
"21817","RPA4"
"21818","DIAPH2-AS1"
"21819","AL157778.1"
"21820","PCDH19"
"21821","TNMD"
"21822","TSPAN6"
"21823","SRPX2"
"21824","SYTL4"
"21825","CSTF2"
"21826","XKRX"
"21827","ARL13A"
"21828","TRMT2B"
"21829","TRMT2B-AS1"
"21830","CENPI"
"21831","DRP2"
"21832","TAF7L"
"21833","TIMM8A"
"21834","RPL36A"
"21835","HNRNPH2"
"21836","ARMCX4"
"21837","ARMCX1"
"21838","ARMCX6"
"21839","ARMCX3"
"21840","AC234775.3"
"21841","ARMCX2"
"21842","NXF5"
"21843","ZMAT1"
"21844","TCEAL2"
"21845","BEX5"
"21846","ARMCX5"
"21847","ARMCX5-GPRASP2"
"21848","AL035427.1"
"21849","GPRASP1"
"21850","AL035427.2"
"21851","GPRASP2"
"21852","ARMCX5-GPRASP2.1"
"21853","LINC00630"
"21854","Z68871.1"
"21855","Z93943.1"
"21856","BEX4"
"21857","TCEAL8"
"21858","BEX2"
"21859","TCEAL9"
"21860","BEX3"
"21861","AL117327.1"
"21862","Z69733.1"
"21863","RAB40A"
"21864","AL021308.1"
"21865","TCEAL4"
"21866","TCEAL3"
"21867","TCEAL1"
"21868","MORF4L2"
"21869","MORF4L2-AS1"
"21870","RAB9B"
"21871","TMSB15B-AS1"
"21872","TMSB15B"
"21873","TMSB15B.1"
"21874","SLC25A53"
"21875","FAM199X"
"21876","IL1RAPL2"
"21877","NRK"
"21878","PWWP3B"
"21879","RADX"
"21880","RNF128"
"21881","TBC1D8B"
"21882","MORC4"
"21883","RIPPLY1"
"21884","CLDN2"
"21885","RBM41"
"21886","NUP62CL"
"21887","PRPS1"
"21888","TSC22D3"
"21889","MID2"
"21890","AL109946.1"
"21891","VSIG1"
"21892","PSMD10"
"21893","ATG4A"
"21894","COL4A6"
"21895","COL4A5"
"21896","NXT2"
"21897","KCNE5"
"21898","ACSL4"
"21899","TMEM164"
"21900","AMMECR1"
"21901","RTL9"
"21902","CHRDL1"
"21903","PAK3"
"21904","CAPN6"
"21905","ALG13"
"21906","ALG13-AS1"
"21907","TRPC5"
"21908","AMOT"
"21909","AC002072.1"
"21910","XACT"
"21911","HTR2C"
"21912","LRCH2"
"21913","PLS3-AS1"
"21914","PLS3"
"21915","DANT2"
"21916","KLHL13"
"21917","WDR44"
"21918","DOCK11"
"21919","IL13RA1"
"21920","LINC01285"
"21921","LONRF3"
"21922","KIAA1210"
"21923","PGRMC1"
"21924","AC004973.1"
"21925","SLC25A43"
"21926","AC004000.1"
"21927","SLC25A5"
"21928","CXorf56"
"21929","UBE2A"
"21930","NKRF"
"21931","SEPTIN6"
"21932","RPL39"
"21933","AC005052.2"
"21934","UPF3B"
"21935","RNF113A"
"21936","NDUFA1"
"21937","AKAP14"
"21938","NKAP"
"21939","RHOXF1-AS1"
"21940","RHOXF1"
"21941","ZBTB33"
"21942","LAMP2"
"21943","CUL4B"
"21944","MCTS1"
"21945","C1GALT1C1"
"21946","AC002377.1"
"21947","AL359851.1"
"21948","AL513487.1"
"21949","GRIA3"
"21950","THOC2"
"21951","XIAP"
"21952","XIAP-AS1"
"21953","AL121601.1"
"21954","STAG2"
"21955","TENM1"
"21956","DCAF12L1"
"21957","AL008633.1"
"21958","SMARCA1"
"21959","OCRL"
"21960","APLN"
"21961","XPNPEP2"
"21962","SASH3"
"21963","ZDHHC9"
"21964","AL034405.1"
"21965","UTP14A"
"21966","BCORL1"
"21967","ELF4"
"21968","AIFM1"
"21969","ZNF280C"
"21970","SLC25A14"
"21971","RBMX2"
"21972","Z82195.3"
"21973","ENOX2"
"21974","IGSF1"
"21975","AL135784.1"
"21976","STK26"
"21977","RAP2C"
"21978","RAP2C-AS1"
"21979","MBNL3"
"21980","HS6ST2"
"21981","GPC4"
"21982","GPC3"
"21983","CCDC160"
"21984","PHF6"
"21985","HPRT1"
"21986","MIR503HG"
"21987","LINC00629"
"21988","PLAC1"
"21989","FAM122B"
"21990","FAM122C"
"21991","MOSPD1"
"21992","RTL8B"
"21993","RTL8C"
"21994","AL136169.1"
"21995","RTL8A"
"21996","SMIM10L2B-AS1"
"21997","SMIM10L2B"
"21998","ZNF75D"
"21999","ZNF449"
"22000","SMIM10L2A"
"22001","INTS6L"
"22002","MMGT1"
"22003","SLC9A6"
"22004","FHL1"
"22005","MAP7D3"
"22006","ADGRG4"
"22007","HTATSF1"
"22008","VGLL1"
"22009","ARHGEF6"
"22010","AL683813.1"
"22011","RBMX"
"22012","Z96074.1"
"22013","FGF13"
"22014","MCF2"
"22015","ATP11C"
"22016","LINC00632"
"22017","AL451048.1"
"22018","LDOC1"
"22019","SPANXA2-OT1"
"22020","MAGEC3"
"22021","AL031073.2"
"22022","AC239727.1"
"22023","SLITRK4"
"22024","AL500522.1"
"22025","AL589669.1"
"22026","FMR1-AS1"
"22027","FMR1"
"22028","FMR1-IT1"
"22029","AFF2"
"22030","IDS"
"22031","AC244197.2"
"22032","LINC00893"
"22033","CXorf40A"
"22034","TMEM185A"
"22035","CXorf40B"
"22036","LINC00894"
"22037","MAMLD1"
"22038","MTM1"
"22039","MTMR1"
"22040","CD99L2"
"22041","HMGB3"
"22042","AF274853.1"
"22043","VMA21"
"22044","PRRG3"
"22045","GABRE"
"22046","AC116666.1"
"22047","GABRA3"
"22048","AC244102.4"
"22049","CETN2"
"22050","NSDHL"
"22051","ZNF185"
"22052","PNMA3"
"22053","PNMA6A"
"22054","ZNF275"
"22055","ZFP92"
"22056","HAUS7"
"22057","BGN"
"22058","ATP2B3"
"22059","CCNQ"
"22060","DUSP9"
"22061","PNCK"
"22062","SLC6A8"
"22063","BCAP31"
"22064","ABCD1"
"22065","U52111.1"
"22066","SRPK3"
"22067","IDH3G"
"22068","SSR4"
"22069","PDZD4"
"22070","L1CAM"
"22071","U52112.1"
"22072","AVPR2"
"22073","ARHGAP4"
"22074","NAA10"
"22075","RENBP"
"22076","HCFC1"
"22077","TMEM187"
"22078","IRAK1"
"22079","MECP2"
"22080","TKTL1"
"22081","FLNA"
"22082","AC245140.3"
"22083","EMD"
"22084","AC245140.2"
"22085","DNASE1L1"
"22086","TAZ"
"22087","AC244090.1"
"22088","ATP6AP1"
"22089","GDI1"
"22090","FAM50A"
"22091","PLXNA3"
"22092","UBL4A"
"22093","SLC10A3"
"22094","FAM3A"
"22095","AC244090.3"
"22096","G6PD"
"22097","IKBKG"
"22098","GAB3"
"22099","DKC1"
"22100","F8"
"22101","F8A1"
"22102","FUNDC2"
"22103","CMC4"
"22104","MTCP1"
"22105","BRCC3"
"22106","VBP1"
"22107","CLIC2"
"22108","AC234781.1"
"22109","TMLHE-AS1"
"22110","BX571846.1"
"22111","TMLHE"
"22112","SPRY3"
"22113","VAMP7"
"22114","PCDH11Y"
"22115","TTTY14"
"22116","LINC00266-4P"
"22117","MT-ATP8"
"22118","MT-ND4L"
"22119","MT-ND6"
"22120","BX004987.1"
"22121","AC145212.1"
"22122","MAFIP"
"22123","AC011043.1"
"22124","AL354822.1"
"22125","AL592183.1"
"22126","AC240274.1"
"22127","AL627309.4"
"22128","AL645608.4"
"22129","PUSL1"
"22130","AL139287.1"
"22131","LINC01770"
"22132","CALML6"
"22133","PRKCZ-AS1"
"22134","AL590438.1"
"22135","TAS1R1"
"22136","AL591163.1"
"22137","CAMTA1-DT"
"22138","Z97987.1"
"22139","AL359881.3"
"22140","Z98884.2"
"22141","UTS2"
"22142","TNFRSF9"
"22143","PARK7"
"22144","ENO1-AS1"
"22145","CA6"
"22146","SLC2A7"
"22147","SLC2A5"
"22148","RBP7"
"22149","C1orf127"
"22150","AL031291.1"
"22151","DISP3"
"22152","DRAXIN"
"22153","AC254633.1"
"22154","LRRC38"
"22155","CELA2A"
"22156","SRARP"
"22157","LINC02810"
"22158","PAX7"
"22159","AL137127.1"
"22160","HTR6"
"22161","RNF186"
"22162","PLA2G5"
"22163","UBXN10-AS1"
"22164","LINC01141"
"22165","AL031728.1"
"22166","C1QA"
"22167","AL512444.1"
"22168","TEX46"
"22169","AL450043.1"
"22170","RPL11"
"22171","AL445648.1"
"22172","EXTL1"
"22173","TRIM63"
"22174","C1orf232"
"22175","SH3BGRL3"
"22176","LIN28A"
"22177","AL512408.1"
"22178","AL590640.1"
"22179","FCN3"
"22180","AL445490.1"
"22181","XKR8"
"22182","MED18"
"22183","SNHG3"
"22184","RAB42"
"22185","LINC01715"
"22186","AL357500.1"
"22187","LINC01756"
"22188","LAPTM5"
"22189","NKAIN1"
"22190","HCRTR1"
"22191","AC114488.2"
"22192","AC114489.1"
"22193","CSMD2-AS1"
"22194","GJA4"
"22195","CSF3R"
"22196","GRIK3"
"22197","RSPO1"
"22198","AL929472.2"
"22199","LINC01685"
"22200","AL354702.2"
"22201","LINC02811"
"22202","AL031985.4"
"22203","AL031985.3"
"22204","AC119677.1"
"22205","AC098484.2"
"22206","YBX1"
"22207","MPL"
"22208","HYI-AS1"
"22209","CCDC163"
"22210","AL358075.1"
"22211","FOXD2-AS1"
"22212","LINC01738"
"22213","AL356289.1"
"22214","AGBL4-IT1"
"22215","ELAVL4"
"22216","AL050343.3"
"22217","AL513218.1"
"22218","SHISAL2A"
"22219","AL445183.1"
"22220","SLC1A7"
"22221","AL445183.2"
"22222","LINC01771"
"22223","CDCP2"
"22224","AL590440.2"
"22225","DAB1-AS1"
"22226","AC093425.1"
"22227","NFIA-AS1"
"22228","LINC01739"
"22229","AL445205.1"
"22230","AL033530.1"
"22231","AL353771.1"
"22232","AL354872.2"
"22233","AL354949.1"
"22234","LRRC53"
"22235","AC104458.1"
"22236","AL035409.1"
"22237","AC103591.4"
"22238","LINC02792"
"22239","AC099671.1"
"22240","GNG5"
"22241","MCOLN2"
"22242","AL360219.1"
"22243","AC092807.2"
"22244","AL049597.2"
"22245","LINC01140"
"22246","LINC01364"
"22247","AC104459.1"
"22248","GBP4"
"22249","AC099063.4"
"22250","GBP5"
"22251","AL627316.1"
"22252","LINC02788"
"22253","BRDT"
"22254","C1orf146"
"22255","AC093577.1"
"22256","DNTTIP2"
"22257","AC095033.1"
"22258","LINC01787"
"22259","LINC01776"
"22260","PLPPR5"
"22261","PLPPR4"
"22262","AC118553.1"
"22263","LINC01709"
"22264","OLFM3"
"22265","AL591888.1"
"22266","LINC01661"
"22267","AL359258.2"
"22268","FNDC7"
"22269","PSRC1"
"22270","LINC01397"
"22271","KCNA2"
"22272","C1orf162"
"22273","TMIGD3"
"22274","LINC01160"
"22275","LINC01356"
"22276","LINC01357"
"22277","OLFML3"
"22278","AMPD1"
"22279","LINC01765"
"22280","AL049825.1"
"22281","CASQ2"
"22282","AL390066.2"
"22283","CD2"
"22284","AC253572.2"
"22285","FAM72B"
"22286","AL592494.1"
"22287","AC245014.3"
"22288","ANKRD35"
"22289","AC239799.2"
"22290","AC239799.1"
"22291","AC239803.1"
"22292","LINC01731"
"22293","AC239802.2"
"22294","AC242842.1"
"22295","AC242988.2"
"22296","CA14"
"22297","CTSS"
"22298","CTXND2"
"22299","C1orf56"
"22300","AL592424.1"
"22301","THEM5"
"22302","TCHH"
"22303","S100A5"
"22304","AL513523.4"
"22305","AL358472.2"
"22306","IL6R-AS1"
"22307","MTX1"
"22308","AL355388.1"
"22309","LAMTOR2"
"22310","C1orf61"
"22311","AL365181.1"
"22312","HAPLN2"
"22313","BCAN"
"22314","AL590666.4"
"22315","FCRL3"
"22316","FCRL2"
"22317","FCRL1"
"22318","CD5L"
"22319","KIRREL1-IT1"
"22320","LINC01704"
"22321","CD1D"
"22322","CD1C"
"22323","MNDA"
"22324","AL513323.1"
"22325","SLAMF8"
"22326","KCNJ9"
"22327","ATP1A2"
"22328","CASQ1"
"22329","NHLH1"
"22330","CD84"
"22331","SLAMF1"
"22332","CD48"
"22333","MPZ"
"22334","FCGR2A"
"22335","FCGR2B"
"22336","FCRLA"
"22337","FCRLB"
"22338","SPATA46"
"22339","SH2D1B"
"22340","AL596325.2"
"22341","LMX1A"
"22342","LRRC52-AS1"
"22343","AL626787.1"
"22344","AL596087.3"
"22345","AL596087.2"
"22346","AL583804.1"
"22347","LINC01675"
"22348","AL451050.2"
"22349","AL031726.1"
"22350","METTL18"
"22351","LINC01681"
"22352","AL023495.1"
"22353","Z97200.1"
"22354","DNM3-IT1"
"22355","TNFSF18"
"22356","SERPINC1"
"22357","TNR"
"22358","AL590723.1"
"22359","ASTN1"
"22360","BRINP2"
"22361","CLEC20A"
"22362","AL449106.1"
"22363","LINC02818"
"22364","AL353708.2"
"22365","IER5"
"22366","AL161734.2"
"22367","AL078645.1"
"22368","AL096803.4"
"22369","PTGS2"
"22370","AL136372.2"
"22371","LINC01035"
"22372","LINC02770"
"22373","AL136987.1"
"22374","RGS1"
"22375","CFHR3"
"22376","CFHR1"
"22377","CFHR4"
"22378","AL157402.2"
"22379","LINC02789"
"22380","KIF14"
"22381","KIF21B"
"22382","ASCL5"
"22383","AL645504.1"
"22384","AL513217.1"
"22385","AC105940.2"
"22386","AC105940.1"
"22387","MYBPH"
"22388","CHIT1"
"22389","LINC01136"
"22390","AC096675.1"
"22391","CNTN2"
"22392","KLHDC8A"
"22393","LEMD1-AS1"
"22394","LEMD1-DT"
"22395","AVPR1B"
"22396","AL445493.2"
"22397","CR2"
"22398","LINC01717"
"22399","AC092810.3"
"22400","AL023754.1"
"22401","G0S2"
"22402","LINC01693"
"22403","LPGAT1-AS1"
"22404","LINC02608"
"22405","AC092803.2"
"22406","BATF3"
"22407","AC096639.1"
"22408","LINC01352"
"22409","LINC02817"
"22410","LINC01655"
"22411","LINC02257"
"22412","LINC01705"
"22413","HHIPL2"
"22414","AC138393.3"
"22415","AC092809.2"
"22416","LEFTY2"
"22417","H3F3A"
"22418","ITPKB-IT1"
"22419","AL359732.1"
"22420","AL731702.1"
"22421","PRSS38"
"22422","LINC02809"
"22423","AL670729.2"
"22424","ACTA1"
"22425","TRIM67"
"22426","LINC01744"
"22427","AL122003.2"
"22428","AL122008.1"
"22429","AL160408.1"
"22430","LINC01132"
"22431","LINC02768"
"22432","AL359551.1"
"22433","AL359918.2"
"22434","AL359764.2"
"22435","AL662889.1"
"22436","BX323046.2"
"22437","AC092801.1"
"22438","SMYD3-IT1"
"22439","ZNF695"
"22440","NLRP3"
"22441","AL672291.1"
"22442","AC116609.2"
"22443","LINC01939"
"22444","AC141930.1"
"22445","AC144450.1"
"22446","MYT1L"
"22447","AC011995.2"
"22448","EIPR1-IT1"
"22449","TRAPPC12-AS1"
"22450","SILC1"
"22451","LINC00487"
"22452","NRIR"
"22453","CMPK2"
"22454","AC017076.1"
"22455","RNF144A-AS1"
"22456","AC010904.2"
"22457","LINC00298"
"22458","ID2"
"22459","AC093904.4"
"22460","AC092687.3"
"22461","KCNF1"
"22462","AC062028.1"
"22463","LINC00570"
"22464","AC016730.1"
"22465","AC011897.1"
"22466","LINC01804"
"22467","MYCNUT"
"22468","MYCN"
"22469","AC010145.1"
"22470","GACAT3"
"22471","AC010745.2"
"22472","AC079148.2"
"22473","AC106053.1"
"22474","LINC01808"
"22475","LINC01822"
"22476","AC008073.2"
"22477","PTRHD1"
"22478","OTOF"
"22479","DPYSL5"
"22480","AC013472.3"
"22481","AC104695.3"
"22482","LINC01946"
"22483","AL121652.1"
"22484","AC008170.1"
"22485","SULT6B1"
"22486","AC007391.2"
"22487","AC007391.3"
"22488","AC006369.2"
"22489","AC074366.1"
"22490","LINC01913"
"22491","AC019129.2"
"22492","SIX3"
"22493","AC093833.1"
"22494","LINC02583"
"22495","AC073283.1"
"22496","NRXN1"
"22497","AC007402.1"
"22498","AC012358.1"
"22499","RPS27A"
"22500","AC007179.1"
"22501","AC007365.1"
"22502","LINC01800"
"22503","LINC01797"
"22504","AC017083.2"
"22505","PLEK"
"22506","MXD1"
"22507","AC016700.3"
"22508","FIGLA"
"22509","AC010913.1"
"22510","AC073046.1"
"22511","MTHFD2"
"22512","PCGF1"
"22513","DOK1"
"22514","AC019069.1"
"22515","LINC01293"
"22516","AC073091.3"
"22517","CTNNA2"
"22518","AC008067.1"
"22519","AC010105.1"
"22520","TMSB10"
"22521","VAMP5"
"22522","ST3GAL5-AS1"
"22523","AC012511.1"
"22524","CD8B"
"22525","AC092651.3"
"22526","IGKJ5"
"22527","ADRA2B"
"22528","ASTL"
"22529","DUSP2"
"22530","ITPRIPL1"
"22531","NCAPH"
"22532","CNNM3-DT"
"22533","AC007271.1"
"22534","IL1R1-AS1"
"22535","IL18RAP"
"22536","LINC01796"
"22537","LINC01102"
"22538","AC018802.2"
"22539","CD8B2"
"22540","RGPD4"
"22541","LIMS1-AS1"
"22542","LIMS3"
"22543","LIMS4"
"22544","ACOXL-AS1"
"22545","AC017002.1"
"22546","IL1A"
"22547","AC079753.2"
"22548","IL1B"
"22549","PGM5P4-AS1"
"22550","AC110769.2"
"22551","DPP10-AS3"
"22552","AC016721.1"
"22553","LINC01823"
"22554","AC012306.2"
"22555","AC110620.2"
"22556","CXCR4"
"22557","KYNU"
"22558","AC092652.3"
"22559","AC092652.1"
"22560","AC092652.2"
"22561","ZEB2-AS1"
"22562","AC009480.1"
"22563","RPRM"
"22564","ERMN"
"22565","SLC4A10"
"22566","SCN1A"
"22567","CERS6-AS1"
"22568","DHRS9"
"22569","AC104088.1"
"22570","ITGA6-AS1"
"22571","AC009336.1"
"22572","AC073636.1"
"22573","AC079305.1"
"22574","AC019080.6"
"22575","AC009948.3"
"22576","AC012500.1"
"22577","AC064871.2"
"22578","AC020584.1"
"22579","FSIP2-AS2"
"22580","AC093388.1"
"22581","AC067945.4"
"22582","AC010983.1"
"22583","AC104823.1"
"22584","BOLL"
"22585","LINC01923"
"22586","AC007163.1"
"22587","ICOS"
"22588","AC007383.3"
"22589","EEF1B2"
"22590","GPR1-AS"
"22591","ADAM23"
"22592","DYTN"
"22593","LINC01802"
"22594","AC096772.1"
"22595","AC083900.1"
"22596","AC079610.1"
"22597","SPAG16-DT"
"22598","AC012462.1"
"22599","MARCH4"
"22600","AC007749.2"
"22601","GPBAR1"
"22602","SLC11A1"
"22603","LINC01494"
"22604","AC097468.4"
"22605","AC079834.2"
"22606","PAX3"
"22607","AC010980.1"
"22608","AC013476.1"
"22609","KCNE4"
"22610","SCG2"
"22611","FAM124B"
"22612","AC073052.2"
"22613","CCDC195"
"22614","TM4SF20"
"22615","C2orf83"
"22616","CCL20"
"22617","GPR55"
"22618","SPATA3-AS1"
"22619","C2orf72"
"22620","CHRND"
"22621","SAG"
"22622","UGT1A8"
"22623","UGT1A7"
"22624","UGT1A5"
"22625","UGT1A4"
"22626","MROH2A"
"22627","HJURP"
"22628","AC122134.1"
"22629","AC097713.1"
"22630","LINC01891"
"22631","AC112721.2"
"22632","AC104667.1"
"22633","HES6"
"22634","AC023787.2"
"22635","KIF1A"
"22636","PDCD1"
"22637","CHL1-AS2"
"22638","AC087427.1"
"22639","CPNE9"
"22640","SLC6A11"
"22641","RPL32"
"22642","LINC00620"
"22643","AC090004.2"
"22644","AC090952.2"
"22645","AC090948.2"
"22646","AC010727.1"
"22647","DAZL"
"22648","PLCL2-AS1"
"22649","AC144521.1"
"22650","EOMES"
"22651","LINC01985"
"22652","AC097639.1"
"22653","LINC02033"
"22654","AC011816.2"
"22655","ACVR2B-AS1"
"22656","SCN10A"
"22657","AC092053.2"
"22658","CX3CR1"
"22659","MOBP"
"22660","HHATL"
"22661","CCDC13-AS1"
"22662","LINC02158"
"22663","AC092042.4"
"22664","TOPAZ1"
"22665","TGM4"
"22666","CCR3"
"22667","CCR1"
"22668","CCR2"
"22669","LRRC2-AS1"
"22670","AC104304.3"
"22671","CSPG5"
"22672","UCN2"
"22673","C3orf84"
"22674","AC121247.1"
"22675","BSN-DT"
"22676","INKA1"
"22677","GRM2"
"22678","AC115284.4"
"22679","BAP1"
"22680","AC012467.1"
"22681","SELENOK"
"22682","LINC02030"
"22683","AC119424.1"
"22684","LINC00698"
"22685","SYNPR-AS1"
"22686","SCAANT1"
"22687","LINC00994"
"22688","PRICKLE2-AS2"
"22689","AC121493.1"
"22690","AC098969.2"
"22691","KBTBD8"
"22692","AC114401.1"
"22693","AC097369.2"
"22694","AC108752.1"
"22695","AC129807.1"
"22696","HTR1F"
"22697","AC109129.1"
"22698","LINC00879"
"22699","LINC00973"
"22700","AC063944.3"
"22701","LINC00635"
"22702","TRAT1"
"22703","GUCA1C"
"22704","C3orf85"
"22705","DPPA2"
"22706","TMPRSS7"
"22707","LINC02044"
"22708","AC093010.2"
"22709","ZNF80"
"22710","AC026341.2"
"22711","GAP43"
"22712","AC092691.3"
"22713","TEX55"
"22714","ARHGAP31-AS1"
"22715","CD80"
"22716","ARGFX"
"22717","HCLS1"
"22718","CD86"
"22719","AC112503.2"
"22720","MYLK-AS2"
"22721","AC092902.6"
"22722","ALG1L"
"22723","AC063919.1"
"22724","LINC01471"
"22725","AC117480.1"
"22726","AC080005.1"
"22727","AC022296.4"
"22728","AC010207.1"
"22729","AC016931.1"
"22730","A4GNT"
"22731","CLSTN2-AS1"
"22732","PLS1-AS1"
"22733","PAQR9-AS1"
"22734","SLC9A9-AS1"
"22735","AC055758.2"
"22736","AC092979.1"
"22737","WWTR1-IT1"
"22738","LINC01213"
"22739","LINC01214"
"22740","AC018545.1"
"22741","CLRN1"
"22742","GPR171"
"22743","P2RY13"
"22744","AADACL2"
"22745","AC026347.1"
"22746","AC117394.2"
"22747","GPR149"
"22748","AC073359.2"
"22749","STRIT1"
"22750","TIPARP-AS1"
"22751","LINC00880"
"22752","LINC00881"
"22753","PTX3"
"22754","AC080013.4"
"22755","IQCJ"
"22756","LINC01100"
"22757","LINC02067"
"22758","AC112770.1"
"22759","LINC01324"
"22760","AC079822.1"
"22761","LINC01997"
"22762","AC078795.2"
"22763","LRRIQ4"
"22764","SAMD7"
"22765","AC073288.2"
"22766","RPL22L1"
"22767","TMEM212-AS1"
"22768","AC108667.2"
"22769","SPATA16"
"22770","AC008180.2"
"22771","AC007953.2"
"22772","LINC02053"
"22773","CCDC39-AS1"
"22774","SOX2"
"22775","LINC01206"
"22776","LINC01994"
"22777","B3GNT5"
"22778","KLHL6"
"22779","KLHL6-AS1"
"22780","ABCC5-AS1"
"22781","HTR3E"
"22782","VWA5B2"
"22783","CAMK2N2"
"22784","ECE2"
"22785","THPO"
"22786","LINC01840"
"22787","AC112907.1"
"22788","AC007920.2"
"22789","LPP-AS2"
"22790","OSTN-AS1"
"22791","FGF12-AS1"
"22792","AC024559.1"
"22793","APOD"
"22794","TNK2-AS1"
"22795","AC024937.3"
"22796","TM4SF19"
"22797","UBXN7-AS1"
"22798","AC117490.2"
"22799","NRROS"
"22800","LINC02012"
"22801","AC055764.2"
"22802","RPL35A"
"22803","LMLN-AS1"
"22804","AC092574.1"
"22805","AC147067.1"
"22806","AL121750.1"
"22807","CYTL1"
"22808","LINC002481"
"22809","AC097382.1"
"22810","GPR78"
"22811","CPZ"
"22812","FAM90A26"
"22813","AC099550.1"
"22814","FGFBP2"
"22815","AC108063.1"
"22816","AC104656.1"
"22817","AC106894.1"
"22818","NCAPG"
"22819","SLIT2-IT1"
"22820","AC097505.1"
"22821","AC096576.2"
"22822","KCNIP4-IT1"
"22823","LINC02261"
"22824","AC007106.2"
"22825","LINC02497"
"22826","AC097654.1"
"22827","LINC02505"
"22828","TLR10"
"22829","AC079921.2"
"22830","AC095057.4"
"22831","UCHL1-AS1"
"22832","AC108050.1"
"22833","AC105389.2"
"22834","BEND4"
"22835","AC104072.1"
"22836","COX7B2"
"22837","GABRB1"
"22838","AC104066.3"
"22839","AC110792.2"
"22840","AC111194.2"
"22841","AC110611.2"
"22842","AC022267.1"
"22843","AC068620.1"
"22844","AC093725.2"
"22845","TMPRSS11F"
"22846","UGT2B17"
"22847","UGT2B15"
"22848","UGT2B4"
"22849","AFP"
"22850","CXCL8"
"22851","PF4V1"
"22852","AC097709.1"
"22853","CXCL3"
"22854","EREG"
"22855","AC110615.1"
"22856","LINC01094"
"22857","PCAT4"
"22858","AC021127.1"
"22859","PRDM8"
"22860","FGF5"
"22861","AC139722.1"
"22862","AC021192.1"
"22863","MEPE"
"22864","AC096746.1"
"22865","AC106881.1"
"22866","AC019131.1"
"22867","ADH1A"
"22868","C4orf54"
"22869","DDIT4L"
"22870","AP001961.1"
"22871","AC105460.2"
"22872","AC004052.1"
"22873","AC104663.1"
"22874","AC096564.2"
"22875","AC004067.1"
"22876","PANCR"
"22877","PITX2"
"22878","AC139718.2"
"22879","AC004704.1"
"22880","TIFA"
"22881","AC023886.1"
"22882","MIR302CHG"
"22883","AC106864.1"
"22884","NDST4"
"22885","LINC02262"
"22886","LINC02263"
"22887","SNHG8"
"22888","AC093752.2"
"22889","MAD2L1"
"22890","AC025741.1"
"22891","AC105254.1"
"22892","TNIP3"
"22893","IL21-AS1"
"22894","AC121154.1"
"22895","AC097462.3"
"22896","SLC25A31"
"22897","AC110609.1"
"22898","LINC02377"
"22899","LINC01256"
"22900","AC110751.1"
"22901","AC096763.1"
"22902","LINC02462"
"22903","LINC00616"
